bold,cool,epic,ethereal,heroic,luxurious,magical,mysterious,playful,powerful,retro,sophisticated,sparkling,sparse,unpolished,warm
0.023699664997655263,0.02842748407527169,0.3844449798063945,0.20295105657951776,0.43818278253338366,0.07707913051983847,0.22484703404583442,0.14193701749494256,0.048361379322920776,0.21224560976468834,0.05145875621377671,0.15210631431636307,0.12418868931284709,0.031926214912465896,0.06191292955890269,0.16999093461204176
